var_1,var_2
h,g
k,b
o,e
n,o
m,l
j,a
j,i
m,g
g,c
o,g
i,m
j,c
d,d
a,l
o,n
k,m
c,h
c,g
h,h
b,e
o,a
e,d
i,e
m,f
e,j
n,f
c,m
g,c
f,c
l,n
k,k
o,o
k,n
k,e
i,c
e,b
h,b
l,c
j,o
h,a
i,h
g,f
c,e
g,g
i,a
h,c
b,g
a,l
m,b
m,l
n,f
h,l
i,m
a,e
f,l
c,i
b,c
m,l
j,f
c,d
e,k
m,e
g,h
o,b
h,a
f,j
d,e
b,g
i,b
i,h
g,i
m,k
j,i
j,d
g,d
n,l
e,e
l,d
f,o
h,e
j,d
a,o
d,e
f,k
k,o
h,h
a,e
f,f
c,b
a,f
o,h
k,j
c,g
c,l
m,i
i,e
m,b
o,n
j,i
o,d
n,j
c,o
d,n
a,c
k,n
g,l
o,l
o,a
j,b
h,i
m,g
h,e
j,l
i,f
h,m
n,m
k,l
l,c
o,c
a,a
b,l
a,k
l,m
n,e
n,i
l,d
m,c
c,f
f,e
n,d
l,k
k,e
k,j
n,j
l,g
c,a
i,c
c,a
m,d
b,b
h,i
f,l
g,m
c,d
b,i
o,l
o,l
g,d
j,l
j,m
d,l
b,n
d,b
a,d
e,d
g,h
c,f
m,j
e,g
f,l
k,d
c,e
a,g
g,j
e,i
k,g
d,h
o,b
d,o
m,b
k,m
f,m
j,g
g,j
f,f
c,n
m,j
e,l
k,o
i,g
i,i
b,l
n,f
c,c
d,h
l,o
j,o
l,o
n,c
f,a
h,b
n,f
j,n
l,l
a,b
i,o
m,m
j,k
f,f
d,f
j,c
k,h
k,d
i,k
h,b
j,d
f,f
l,g
j,b
m,g
d,e
j,l
n,b
j,m
e,o
h,e
o,h
o,k
n,f
c,a
m,j
k,j
g,h
d,n
c,d
h,i
b,c
j,a
f,c
c,k
f,k
b,d
n,d
i,j
g,e
o,e
l,e
n,g
a,n
c,j
e,d
a,a
i,a
h,i
g,n
d,f
j,o
b,g
k,e
l,j
l,o
j,n
d,h
m,n
o,o
a,a
o,m
l,f
o,e
i,n
g,f
j,l
m,d
i,i
c,j
n,e
n,a
m,i
a,a
m,d
m,f
h,e
h,g
j,g
h,b
b,e
b,b
g,j
j,o
f,j
i,d
j,i
k,f
j,c
l,n
k,l
h,e
e,j
f,e
h,a
a,m
h,a
n,f
a,n
b,k
k,f
j,m
f,i
l,k
n,f
o,m
b,g
b,f
m,l
g,g
l,c
m,g
o,h
i,j
l,o
g,d
o,b
i,a
g,a
f,f
n,m
f,i
g,h
i,f
i,n
j,i
n,g
n,j
i,i
i,b
l,b
j,k
g,j
h,i
l,i
g,f
c,h
h,i
b,n
o,b
k,f
o,g
b,b
b,f
a,b
o,c
e,h
i,m
d,j
j,b
l,j
f,e
o,d
c,j
n,d
h,i
e,n
j,h
e,g
c,i
f,h
d,d
l,g
n,o
n,i
b,o
h,h
l,i
m,a
k,a
n,h
b,m
e,b
c,g
j,m
j,h
i,l
n,a
d,b
g,l
e,n
b,i
j,e
e,e
i,m
k,c
i,e
i,e
f,m
d,n
h,d
j,g
i,a
g,c
o,b
a,e
d,b
a,i
b,g
j,i
k,a
c,l
c,n
j,b
b,o
j,c
h,g
k,b
m,m
g,c
k,c
i,b
f,b
b,m
e,f
i,j
e,i
f,m
e,h
f,d
k,g
l,j
f,d
e,i
h,j
o,a
g,g
e,d
m,g
i,e
k,h
g,e
k,o
c,m
i,g
n,l
g,m
o,k
i,h
e,a
o,m
m,g
o,h
j,m
o,l
i,f
h,e
m,e
n,d
j,j
m,e
i,f
g,l
c,c
h,f
d,j
g,a
d,e
i,d
d,b
i,c
f,a
a,a
a,a
f,g
j,l
h,a
m,d
e,j
o,g
j,c
j,l
k,g
m,m
e,o
o,g
o,i
m,i
i,a
f,l
h,e
h,l
d,c
b,c
c,a
d,g
o,k
h,i
n,c
n,i
c,i
c,d
o,j
a,l
k,g
n,m
g,c
j,d
e,b
m,a
m,j
g,b
e,e
b,i
i,c
e,k
d,b
b,d
a,a
l,h
o,f
m,n
o,n
n,n
d,b
d,n
n,g
m,a
b,n
c,c
g,e
n,i
g,j
d,k
f,o
j,k
j,m
i,g
k,f
j,l
f,l
g,j
k,o
n,j
h,n
j,o
a,l
k,m
n,e
g,a
a,a
c,m
f,c
k,g
j,g
m,e
l,k
e,l
k,m
a,a
n,k
a,f
f,j
o,h
i,d
b,a
k,c
c,a
i,f
a,a
a,b
h,i
l,n
k,n
j,a
e,a
n,c
o,h
f,b
b,i
h,k
b,b
e,f
c,h
c,f
c,i
g,b
b,l
b,k
m,h
l,m
i,g
c,j
l,d
e,d
b,k
l,g
a,l
h,k
h,d
h,a
c,l
f,f
o,d
l,l
o,a
j,i
b,e
a,m
e,d
n,e
m,g
m,e
o,e
o,a
c,i
j,d
g,b
f,b
e,g
m,i
g,o
o,i
d,f
i,a
b,m
d,l
m,c
l,k
n,f
b,e
o,m
a,a
n,h
j,m
n,h
c,j
k,d
i,f
n,f
i,l
d,i
m,j
l,d
k,b
d,a
i,m
k,h
e,b
b,n
c,k
d,g
i,o
h,e
e,g
d,c
j,o
o,d
i,o
m,g
o,b
b,h
a,m
k,k
f,f
j,d
i,g
g,o
n,o
j,h
a,f
j,n
m,f
c,i
f,m
k,j
j,k
o,f
b,a
e,f
c,b
o,c
n,n
e,n
m,e
h,c
m,k
l,m
f,a
m,c
h,n
f,m
l,c
e,d
f,f
h,l
f,h
l,g
i,g
j,d
a,e
k,l
e,h
b,m
i,k
m,b
d,j
h,l
j,h
o,n
d,k
h,n
m,b
c,e
b,l
f,m
o,h
e,o
a,j
e,j
d,n
l,e
j,a
k,g
f,n
k,h
d,i
k,n
a,i
i,j
h,h
l,j
k,a
j,n
c,c
g,b
l,a
h,f
m,h
e,g
d,i
o,o
h,c
k,o
g,k
o,i
j,h
h,a
k,e
n,n
o,h
a,k
g,i
g,n
b,c
i,o
e,b
j,l
m,g
m,k
a,l
c,h
b,b
g,d
f,l
f,e
i,a
j,o
g,g
k,b
a,h
n,a
l,f
j,d
h,m
k,h
d,m
i,l
m,m
n,i
m,h
j,o
g,i
m,a
j,l
a,m
i,d
g,n
l,k
c,h
i,a
o,l
f,i
e,m
o,k
d,m
e,a
g,f
a,k
m,d
g,k
d,g
h,g
k,b
a,c
c,b
h,d
o,f
i,a
d,h
a,g
k,j
d,e
f,n
h,n
l,a
k,k
h,o
k,c
i,f
m,b
e,b
m,i
d,c
g,k
l,c
a,l
d,o
c,j
g,d
f,k
d,h
j,c
k,c
f,n
j,j
k,h
m,h
f,e
g,a
m,n
g,l
m,m
c,f
k,a
c,o
l,m
f,e
j,g
b,i
h,l
i,e
g,l
i,a
b,h
e,l
e,n
b,d
h,o
m,l
m,h
l,o
n,f
d,d
a,j
f,e
e,a
h,a
i,m
i,g
g,i
b,l
l,k
j,b
n,l
g,d
a,d
a,m
i,a
c,g
f,e
m,o
o,i
g,o
b,j
f,h
l,m
j,j
h,n
g,o
b,m
d,m
i,m
a,l
h,n
n,c
c,b
o,a
f,j
g,a
g,c
m,n
e,f
l,n
i,a
k,m
d,j
b,e
i,h
k,l
k,n
n,f
f,o
f,n
d,d
g,g
j,m
o,c
m,o
g,e
e,o
h,o
h,n
a,h
c,c
a,c
d,h
j,j
e,n
g,k
o,a
o,k
j,f
k,m
l,c
b,k
d,c
h,h
b,f
b,i
d,m
a,b
o,k
g,b
j,c
j,n
k,i
a,e
h,e
j,e
j,j
i,d
h,n
m,g
l,b
k,c
e,h
e,o
j,j
n,a
b,e
n,b
a,m
b,i
o,e
n,d
a,h
c,h
i,k
m,b
i,l
l,i
f,i
i,g
d,j
m,l
j,a
h,d
d,f
c,a
j,d
n,c
g,o
l,e
h,h
f,b
m,e
i,n
i,a
j,a
c,e
c,g
c,g
k,h
a,k
j,k
l,a
d,h
n,f
h,o
i,k
n,d
i,a
f,g
a,i
d,i
l,c
c,m
j,f
f,k
a,a
g,e
d,i
e,e
n,j
h,i
f,c
f,b
h,d
f,l
b,a
k,o
i,c
k,o
k,d
g,f
n,o
i,f
g,e
g,h
i,j
c,g
m,l
m,i
h,m
o,j
n,i
m,f
g,g
n,o
f,l
n,b
m,g
m,k
b,n
h,c
c,b
h,k
k,g
b,f
b,j
l,b
e,f
g,a
c,d
e,j
c,i
j,l
l,a
d,g
a,o
c,h
c,l
k,c
l,l
c,b
i,h
k,m
g,l
j,d
m,j
n,b
c,n
g,a
k,n
h,c
c,n
l,f
k,h
n,d
j,m
i,c
o,h
a,d
b,g
l,l
l,a
f,k
o,b
e,n
e,a
c,j
h,e
b,a
k,m
m,n
h,a
n,b
i,d
a,i
l,g
d,l
b,b
i,g
k,l
j,e
g,i
i,j
o,k
d,n
l,o
b,g
a,d
j,a
c,e
n,f
i,n
n,l
k,b
b,l
n,k
n,l
l,a
i,b
m,c
e,h
b,i
j,m
i,e
a,a
a,d
g,e
g,f
l,j
i,g
m,a
o,o
g,d
e,h
g,k
c,c
g,i
e,o
j,k
g,l
g,k
h,k
l,a
g,j
a,c
e,e
e,k
g,m
c,g
h,k
e,c
g,n
j,i
j,m
f,j
o,f
d,b
k,d
d,e
c,a
e,m
i,o
i,k
j,i
d,i
c,e
n,i
b,h
k,l
n,i
k,o
d,d
c,n
m,i
g,k
a,f
a,h
m,a
c,n
j,o
h,l
b,e
f,n
j,k
b,i
d,e
j,a
k,m
m,a
m,e
f,m
g,h
j,a
o,f
n,n
a,o
f,g
d,j
j,a
i,n
f,d
i,g
l,l
m,e
a,i
h,j
o,k
k,m
o,l
k,d
k,m
k,f
b,h
g,m
n,c
e,d
l,j
n,g
h,n
c,g
j,j
k,o
m,e
l,n
k,d
n,g
j,h
e,n
h,n
a,e
l,b
g,d
f,k
f,f
e,f
b,e
c,e
f,i
n,a
e,c
e,l
b,h
h,n
m,a
m,l
f,d
o,f
g,e
d,e
e,l
o,d
c,e
l,o
l,c
f,n
g,l
f,b
n,h
c,b
a,d
b,j
a,j
a,i
j,b
b,g
m,k
i,m
g,e
e,a
o,f
a,l
j,e
d,n
n,e
k,c
c,i
d,l
i,k
c,k
h,a
n,j
c,m
j,i
o,b
e,g
m,e
e,n
o,n
a,k
i,c
l,k
m,f
n,e
j,j
a,l
d,k
l,n
j,a
i,g
n,k
k,j
c,i
l,h
l,b
f,h
f,m
k,h
m,h
c,o
h,i
a,k
l,m
l,a
a,d
i,m
f,a
k,k
f,k
n,c
d,g
b,l
e,b
c,b
o,n
h,k
i,o
j,k
j,o
e,b
o,l
h,e
c,j
n,l
h,n
b,k
i,o
l,m
g,b
l,n
e,h
i,h
a,d
e,m
k,j
h,c
i,l
e,h
e,i
o,c
h,j
a,g
l,e
n,a
n,d
g,h
a,i
j,k
b,g
k,e
d,a
i,n
g,m
o,k
d,f
f,b
e,c
b,o
c,a
l,k
h,l
a,c
k,e
h,m
o,c
c,c
l,f
d,c
o,l
c,k
e,k
l,b
e,c
o,l
a,c
k,b
f,l
n,n
f,d
a,o
l,l
d,c
o,d
n,a
d,f
m,n
l,o
l,b
c,e
n,e
m,k
f,a
f,o
i,m
l,h
f,j
o,b
g,l
n,m
b,f
j,o
k,j
i,a
f,l
e,n
i,a
b,e
b,g
b,b
n,o
j,h
e,k
a,k
j,o
a,i
f,d
l,e
b,g
k,j
o,h
b,h
b,i
n,l
h,d
o,k
k,n
b,g
a,c
g,n
f,m
o,m
f,f
h,n
c,l
g,j
a,c
h,i
b,n
o,g
k,m
b,o
b,d
f,h
l,g
h,d
j,b
e,f
c,e
j,o
c,k
c,j
d,b
g,j
e,e
k,l
a,j
i,o
j,f
i,a
j,m
o,i
i,f
m,o
g,k
g,i
n,m
d,f
d,a
h,d
f,j
o,h
c,h
i,h
n,e
h,m
n,o
n,d
c,f
h,f
c,a
b,c
b,h
f,c
i,d
e,b
c,o
n,c
j,i
o,h
a,f
i,e
c,a
o,l
d,i
h,b
m,o
c,n
f,k
e,e
o,n
j,f
l,c
g,g
o,e
k,k
f,d
j,k
i,j
f,d
f,d
e,n
g,a
o,i
f,g
c,n
f,o
n,n
m,i
o,b
h,m
j,g
k,d
o,n
o,a
o,k
h,j
j,b
b,c
f,c
k,a
k,i
i,c
e,a
c,e
l,l
a,k
g,n
b,b
a,m
j,l
h,i
o,i
h,f
g,e
o,b
i,n
e,j
h,e
l,c
k,i
h,i
n,d
g,n
o,m
e,b
m,h
h,k
i,i
d,a
a,o
o,e
f,f
m,f
n,e
b,l
c,n
a,e
b,l
b,k
e,f
c,d
c,b
o,a
b,e
a,b
c,h
b,m
l,o
k,m
k,g
d,d
o,a
a,k
g,n
o,m
c,l
i,l
m,l
c,c
j,l
f,f
b,f
d,i
e,b
n,m
o,k
a,h
e,d
l,f
k,a
b,m
j,h
f,m
i,f
e,k
l,k
g,a
n,k
o,d
a,i
h,a
m,g
i,n
n,h
o,d
c,a
o,j
a,g
b,i
f,i
o,g
d,i
f,i
h,o
i,l
a,g
m,g
k,m
c,f
d,b
m,k
e,k
c,k
o,g
i,k
a,o
j,a
d,f
i,l
j,j
e,b
h,a
h,k
c,c
b,n
d,m
b,b
f,l
f,c
b,g
e,h
b,e
h,k
o,i
h,c
d,k
n,k
d,g
b,d
h,e
e,b
f,d
o,h
m,a
c,k
f,m
a,c
c,i
g,b
l,e
m,d
i,d
l,b
m,c
j,d
i,i
h,e
a,n
l,d
a,c
e,k
j,h
j,g
o,g
l,e
h,l
b,l
f,m
i,c
l,c
j,o
n,j
a,k
h,i
d,m
k,f
m,a
f,m
h,d
c,o
i,o
l,e
o,g
d,k
b,k
f,j
n,i
a,m
c,d
j,e
c,c
n,c
e,f
b,k
j,i
g,o
e,e
n,b
b,l
o,n
g,n
b,c
d,c
n,l
m,b
o,m
j,o
l,h
f,m
n,m
k,g
c,n
o,e
f,j
o,k
j,i
o,k
g,g
a,n
d,f
a,o
i,i
n,k
a,b
g,c
c,d
g,e
b,c
h,k
g,n
n,k
m,b
k,d
n,j
i,a
j,f
h,i
j,h
b,d
h,n
h,f
i,j
d,n
f,o
g,h
c,d
m,g
e,i
a,f
o,m
c,c
l,l
o,k
n,e
n,f
f,f
b,k
d,b
l,k
a,m
c,a
n,h
l,e
c,m
m,d
o,b
g,n
e,f
f,i
l,l
a,e
c,d
j,a
c,m
n,j
o,a
h,l
m,a
h,n
o,m
m,e
b,c
a,l
m,h
m,h
c,k
k,n
k,l
k,a
c,b
n,k
h,b
h,c
d,c
g,f
o,a
c,n
j,d
d,c
b,m
o,j
j,c
i,f
k,f
d,n
c,g
i,h
g,f
h,k
e,i
b,a
l,i
c,c
g,j
b,d
c,m
c,c
c,i
c,k
i,f
m,f
e,h
n,d
n,f
e,i
d,o
d,h
i,e
g,c
e,b
l,j
a,c
k,e
k,o
f,l
o,d
c,d
n,f
n,c
b,m
b,o
j,g
b,k
d,l
f,i
k,k
c,c
h,f
j,b
g,e
n,d
c,i
a,i
j,c
m,c
g,m
h,h
l,j
a,d
a,n
a,d
c,l
n,k
l,c
b,g
g,e
l,a
o,b
j,d
j,a
b,e
i,f
f,j
a,f
b,g
o,h
a,f
h,e
g,c
l,c
a,m
a,c
i,f
d,f
c,a
a,g
n,l
l,e
i,g
k,c
o,e
a,l
f,c
a,i
c,i
o,g
l,n
e,h
i,n
f,e
o,i
h,a
o,m
l,i
f,f
o,g
j,h
k,g
e,b
b,f
h,f
j,o
m,m
b,l
i,i
f,c
f,d
b,f
l,j
i,k
i,l
i,o
m,i
m,m
m,m
c,d
k,a
c,n
c,j
l,i
f,f
c,b
f,m
o,n
f,o
n,h
n,b
d,d
g,n
c,a
g,j
k,f
a,j
j,l
a,a
c,k
g,g
m,f
c,k
a,a
m,j
n,l
k,b
b,i
n,i
j,b
b,h
n,i
n,e
c,a
n,l
c,h
n,o
j,i
j,d
o,f
d,m
f,j
a,h
d,j
a,n
n,m
j,l
b,d
c,k
n,l
i,h
l,c
n,d
h,a
c,e
d,m
e,o
o,a
o,c
a,l
e,h
j,g
e,n
n,k
a,k
g,c
d,k
d,g
o,i
n,o
n,m
o,m
m,l
c,i
k,k
i,h
i,k
e,a
l,m
e,n
e,l
m,b
g,h
m,d
f,g
j,j
a,k
f,b
c,f
o,n
n,i
j,h
b,i
l,j
g,e
h,n
a,f
g,o
l,e
d,o
n,i
f,l
g,l
i,g
e,o
e,b
o,g
m,a
l,j
l,a
i,k
f,j
d,k
b,e
i,b
a,b
m,o
h,e
g,m
o,d
o,m
h,b
o,e
h,i
b,b
m,g
d,k
h,k
f,j
c,d
c,d
f,j
f,n
e,e
m,d
g,o
h,f
f,d
n,h
m,a
m,d
c,g
a,m
o,i
e,e
e,a
i,e
g,h
a,b
b,n
c,n
m,i
m,j
e,n
j,i
j,g
c,b
f,l
c,o
f,n
b,l
k,f
k,d
l,a
l,d
i,f
n,l
n,h
a,c
m,b
n,e
n,l
l,h
e,e
m,d
k,d
d,e
l,f
i,b
o,g
n,h
n,l
h,f
h,g
k,b
j,m
f,g
g,d
e,m
l,g
h,i
k,h
d,n
a,k
o,b
g,m
e,f
h,o
e,c
k,k
m,b
d,m
n,g
e,c
j,g
j,d
h,g
l,f
d,g
b,k
i,h
b,i
i,a
g,l
k,k
e,e
a,n
k,m
l,i
d,k
b,g
k,m
b,k
c,k
e,i
e,n
f,j
o,i
f,f
j,m
l,f
d,n
b,j
a,a
c,a
l,k
j,l
k,d
c,i
k,g
d,g
j,j
n,j
i,d
f,m
e,i
m,k
h,h
l,d
e,n
d,g
f,i
o,b
c,o
m,i
j,b
m,c
d,n
m,l
i,n
d,d
c,j
d,i
e,g
g,b
b,c
a,i
i,h
l,k
b,e
m,d
c,b
h,i
b,f
c,n
h,f
i,n
n,a
m,e
b,i
f,o
o,c
f,l
h,d
m,e
o,k
j,l
a,a
b,h
b,j
k,c
l,l
h,c
i,i
d,k
i,k
j,f
h,e
c,g
b,m
o,g
i,j
c,l
l,l
i,o
j,a
i,l
h,g
m,i
b,o
c,c
e,n
d,j
g,f
i,l
j,m
l,i
c,f
l,d
o,g
f,c
m,f
m,b
j,b
e,e
e,d
k,a
c,o
b,g
n,i
b,n
d,c
f,k
f,e
l,l
l,e
b,j
j,a
i,d
b,j
a,n
m,o
b,a
k,h
d,d
h,l
d,i
a,d
l,a
k,n
l,e
a,g
l,e
d,d
c,j
b,k
k,b
e,k
a,l
b,j
k,f
l,i
d,d
f,g
f,k
i,e
l,o
b,n
d,c
j,g
e,d
b,h
m,n
e,n
d,a
b,d
b,o
b,g
n,l
h,n
k,l
m,h
d,f
l,e
g,f
a,g
j,f
b,k
n,k
o,n
a,j
l,c
h,a
n,a
o,n
c,d
i,j
j,f
h,m
k,g
h,o
c,e
b,a
n,g
e,g
n,d
o,i
c,j
j,b
b,l
f,h
o,n
a,h
l,e
o,n
d,l
j,e
k,l
a,b
h,m
k,j
o,f
o,n
e,a
b,k
f,e
n,l
k,e
g,n
a,b
c,c
k,f
g,h
l,a
m,e
a,m
g,l
o,i
h,f
g,f
j,e
a,o
f,d
d,m
k,o
h,d
l,i
f,c
i,k
g,i
c,d
g,c
k,i
l,d
b,c
n,i
m,l
k,g
i,c
d,i
b,g
n,f
f,m
b,i
a,c
f,f
n,n
a,h
c,i
k,o
k,k
l,l
k,o
h,d
m,n
e,m
j,j
j,c
g,m
d,e
i,i
j,h
m,n
g,h
e,b
b,n
n,a
h,k
g,i
e,k
d,o
h,i
b,n
i,g
i,i
e,c
l,k
l,i
j,l
f,a
m,f
o,e
e,g
f,i
d,b
n,m
m,i
m,h
l,g
d,f
c,o
n,k
j,f
a,e
b,f
a,h
h,i
e,k
b,h
k,l
n,h
i,d
k,d
n,j
o,o
g,n
h,f
l,h
b,d
n,l
j,h
d,l
g,h
g,m
n,d
b,g
h,h
b,m
m,j
n,n
g,e
n,a
d,i
j,f
e,c
m,k
k,e
h,i
a,o
i,o
c,m
n,h
o,f
b,d
o,l
c,e
k,m
a,o
h,c
a,h
h,j
g,m
e,e
k,f
c,j
m,m
a,j
e,o
n,o
j,b
b,l
h,n
g,a
h,b
o,j
n,m
k,o
l,o
e,c
j,f
j,n
m,e
k,c
o,f
k,f
k,j
m,l
a,f
j,m
b,o
i,i
a,f
j,c
k,i
j,h
m,d
n,f
h,j
k,h
l,a
d,c
k,n
o,d
e,b
c,d
f,m
n,m
d,k
b,j
l,m
d,f
i,l
l,k
l,b
d,g
n,h
m,f
k,c
f,d
j,i
o,d
d,f
a,l
g,o
a,h
k,m
i,h
e,d
i,c
h,g
l,o
c,f
n,c
k,c
b,b
d,o
m,h
b,c
f,d
a,o
k,f
n,k
d,b
k,a
k,c
e,m
i,i
m,c
n,b
e,o
k,f
e,l
m,e
l,f
n,a
k,b
j,d
c,c
f,f
d,m
a,h
l,o
f,a
e,h
l,f
n,m
n,o
a,d
f,a
c,n
f,n
l,e
m,l
k,o
l,g
g,e
o,h
j,f
a,e
n,g
h,a
d,c
h,c
i,i
k,m
d,i
e,f
i,g
b,n
n,b
l,i
l,m
d,o
i,k
a,i
o,a
f,a
g,c
o,h
e,j
e,f
n,f
i,d
i,c
d,c
c,k
f,o
d,b
h,i
a,a
o,e
m,c
d,h
o,m
l,h
c,k
j,m
k,g
a,b
h,i
d,k
j,h
f,o
i,e
h,a
b,d
d,f
l,e
b,o
l,h
h,i
e,o
j,a
e,k
h,d
l,a
m,i
d,k
d,i
n,n
b,m
m,o
f,a
m,m
a,m
i,a
e,m
j,l
g,b
o,b
o,f
b,o
e,a
b,d
a,j
n,c
h,f
b,g
f,c
f,j
b,j
a,e
g,l
n,a
d,b
a,h
o,c
d,k
g,g
d,j
l,n
f,b
n,k
h,e
e,b
l,l
l,j
o,e
h,d
o,j
m,l
i,b
f,n
a,o
a,m
d,j
n,i
j,f
a,i
k,k
m,o
h,l
h,d
l,i
a,m
d,a
b,l
n,o
k,m
l,b
a,k
c,e
j,c
g,f
o,n
i,l
c,i
n,f
g,i
g,d
n,j
l,c
c,l
d,d
o,l
n,i
c,f
c,i
k,h
b,n
g,e
i,g
d,g
a,g
m,h
d,n
k,n
a,o
j,e
m,i
h,c
a,h
n,d
h,b
l,m
j,k
h,k
b,m
a,k
g,h
g,c
e,l
m,d
k,l
e,g
i,o
j,b
e,d
a,m
l,c
j,a
m,g
i,o
b,l
k,k
b,j
g,k
l,o
a,g
o,b
e,j
m,c
n,l
e,m
h,j
a,n
j,b
d,b
n,o
j,k
n,g
k,j
l,k
i,n
j,l
j,a
e,a
i,i
l,g
i,j
j,d
o,m
e,a
k,f
e,n
l,f
j,d
e,o
l,o
l,e
j,i
i,n
f,k
g,k
l,h
n,o
d,i
e,i
d,c
f,b
k,e
h,f
m,b
f,e
o,o
j,n
k,h
d,o
k,k
b,f
o,c
a,e
m,m
k,b
a,a
l,f
a,j
j,j
e,l
b,n
a,a
n,j
h,g
j,l
e,m
o,e
o,i
l,k
c,j
e,f
l,j
e,c
h,h
g,i
k,c
m,h
g,c
j,k
m,e
g,f
f,f
e,g
b,k
n,e
l,g
f,o
i,m
k,l
f,g
a,l
k,j
l,e
n,e
j,m
l,e
b,c
j,d
e,i
k,e
h,f
m,o
m,h
k,l
b,g
c,f
i,a
g,a
k,f
j,h
b,h
g,a
o,g
f,k
m,b
g,o
i,e
d,o
o,k
l,i
f,c
f,g
e,d
l,m
f,m
j,d
b,f
e,c
e,d
n,j
f,i
b,m
m,m
h,n
i,b
d,j
e,j
d,n
e,i
j,n
n,h
c,k
d,g
c,o
h,h
b,o
b,g
m,d
d,a
j,n
b,j
i,d
i,h
d,i
a,o
a,i
k,g
n,m
k,n
l,h
i,l
e,f
k,n
d,d
m,o
m,l
i,e
b,b
k,h
m,k
b,b
k,k
h,f
i,j
l,f
m,k
k,c
g,a
i,g
g,j
g,l
k,e
c,i
k,i
i,k
c,d
k,d
c,o
g,n
g,c
c,o
b,f
n,g
k,k
h,a
l,o
n,n
n,k
m,n
b,k
a,a
f,i
j,j
e,k
m,e
o,n
g,c
d,d
n,b
k,o
l,c
g,a
m,d
f,g
c,f
b,g
d,a
m,c
l,i
i,e
g,e
k,a
e,n
k,j
f,a
e,j
n,a
l,i
c,i
n,n
k,c
l,l
c,g
d,a
l,l
h,n
b,j
j,b
i,i
k,b
j,d
h,e
i,f
i,d
c,j
c,a
e,a
n,a
o,d
k,f
o,i
h,f
c,l
b,n
b,e
o,m
c,g
m,l
n,j
l,c
c,d
d,h
o,o
n,g
l,n
k,i
c,a
g,h
d,b
g,d
c,a
b,n
h,g
f,c
o,o
h,j
i,f
m,i
m,l
d,b
f,o
m,d
l,e
h,o
k,b
k,c
e,a
i,j
o,e
l,i
n,a
e,j
e,b
l,g
b,i
c,e
d,i
e,l
f,l
e,a
h,i
j,b
c,b
n,k
k,e
j,a
c,f
k,n
b,b
l,c
a,d
m,c
o,m
j,a
o,e
j,b
j,c
a,n
h,k
n,o
d,b
l,g
i,m
l,k
b,n
l,a
d,o
m,j
o,e
o,a
g,m
g,f
h,h
b,e
a,o
i,d
b,b
e,e
o,h
n,f
m,n
c,i
b,b
g,j
j,a
f,f
b,j
h,c
j,n
b,n
c,e
m,k
m,a
b,a
n,j
i,k
o,j
f,n
f,e
f,d
n,m
c,b
d,m
o,k
g,l
f,h
i,n
h,e
c,j
l,i
i,e
l,f
n,d
b,o
d,n
h,c
a,o
e,a
a,b
b,i
c,i
n,o
e,i
i,n
c,f
j,n
h,k
k,o
g,d
j,j
e,c
e,j
n,a
n,n
g,o
g,n
g,l
e,h
f,c
n,g
b,l
b,l
g,k
d,n
e,g
n,g
g,l
l,j
a,g
d,f
n,g
o,c
n,a
n,n
l,n
h,i
m,e
g,e
b,f
o,h
m,d
e,d
d,e
e,e
c,e
m,e
h,d
j,k
a,d
h,e
b,f
d,c
b,f
h,b
i,e
o,h
b,i
b,k
o,f
a,n
d,a
f,d
f,l
j,k
c,i
o,a
g,d
j,o
k,e
m,i
a,e
d,e
d,e
e,k
c,j
c,f
h,b
g,j
h,l
d,e
b,d
c,g
f,k
k,i
f,m
c,o
m,e
i,m
b,g
j,m
k,f
b,h
o,j
b,l
j,d
j,f
f,c
l,m
m,n
l,f
e,b
k,h
h,n
a,l
i,h
l,j
k,i
k,e
j,l
g,i
f,h
k,k
h,i
a,i
g,l
l,k
b,n
o,b
n,k
j,l
h,g
g,f
d,c
m,e
g,e
l,a
g,b
g,g
d,f
l,h
k,j
m,k
j,m
b,f
g,d
j,o
n,g
l,a
d,k
n,a
c,m
l,h
k,d
g,g
c,k
h,n
n,h
o,d
i,m
l,n
j,m
b,k
e,k
b,m
a,o
o,f
k,c
j,e
l,e
n,k
c,b
e,n
i,h
e,e
g,c
h,d
k,c
i,n
b,f
l,m
i,d
c,m
o,c
f,l
i,k
g,f
j,c
o,k
d,j
i,c
b,c
n,i
e,a
b,c
n,m
l,b
b,l
m,f
h,a
j,j
m,d
m,f
h,e
i,o
m,j
j,d
f,m
e,f
n,k
m,m
a,e
d,j
g,b
l,o
d,b
d,a
m,h
h,i
b,i
h,g
b,k
h,h
c,b
f,n
k,n
k,g
a,d
b,e
k,f
b,j
k,g
d,e
b,j
k,f
h,f
o,c
d,f
g,b
i,o
j,i
f,c
n,d
l,d
i,n
f,i
a,k
m,e
h,j
n,c
i,k
d,j
a,c
f,c
h,g
n,o
h,a
n,g
i,k
j,n
h,e
l,i
d,e
m,c
j,h
c,i
o,l
j,e
a,m
g,h
d,a
d,m
a,g
o,o
g,l
m,k
e,o
o,j
i,i
i,n
l,j
o,a
e,n
i,d
h,l
g,o
m,h
l,c
f,d
h,f
d,f
m,c
e,m
c,f
o,m
j,l
h,l
o,f
a,h
h,l
n,o
h,e
n,h
i,f
h,c
c,g
n,l
m,f
j,a
m,b
a,i
n,c
c,l
h,m
o,g
l,n
n,o
n,a
l,f
c,i
k,n
a,m
h,f
d,a
l,a
